A1_1_PEIS,A1_2_FAULT_DISTANCE,A1_3_SEISMIC_SOURCE_TYPE,A1_4_LIQUEFACTION,A2_1_BASIC_WIND_SPEED,A2_2_BUILDING_VICINITY,A3_1_SLOPE,A3_2_ELEVATION,A3_3_DISTANCE_TO_RIVERS_AND_SEAS,A3_4_SURFACE_RUNOFF,A3_5_BASE_HEIGHT,A3_6_DRAINAGE_SYSTEM,B1_1_AESTHETIC_THEME,B1_2_STYLE_UNIQUE,B1_3_STYLE_TYPICAL,B1_4_CITYSCAPE_INTEGRATION,B2_1_AGE_OF_BUILDING,B2_2_PAST_RELEVANCE,B2_3_GEO_IMPACT,B2_4_CULTURAL_HERITAGE_TIE,B2_5_MESSAGE_WORTH_PRESERVING,B3_1_NO_INITIATIVES,B3_2_PROMINENT_SUPPORT,B3_3_IMPORTANCE_DAILY_LIFE,B3_4_NO_PROMOTION,B4_1_TOURIST_MUST_SEE,B4_2_TOURISM_CONTRIBUTION,B4_3_VISITED_FOR_GOODS,B4_4_CURRENT_USE_ADOPTS_NEEDS,C1_1_CODE_YEAR_BUILT,C1_2_PLAN_IRREGULARITY,C1_3_VERTICAL_IRREGULARITY,C1_4_BUILDING_PROXIMITY,C1_5_NUMBER_OF_STOREYS,C1_6_STRUCT_SYSTEM_MATERIAL,C1_7_NUMBER_OF_BAYS,C1_8_COLUMN_SPACING,C1_9_BUILDING_ENCLOSURE,C1_10_WALL_MATERIAL,C1_11_FRAMING_TYPE,C1_12_FLOORING_MATERIAL,C2_1_CRACK_WIDTH,C2_2_UNEVEN_SETTLEMENT,C2_3_BEAM_COLUMN_DEFORMATION,C2_4_FINISHING_DETERIORATION,C2_5_MEMBER_DECAY,C2_6_ADDITIONAL_LOADS,C3_1_ROOF_DESIGN,C3_2_ROOF_SLOPE,C3_3_ROOFING_MATERIAL,C4_1_ROOF_FASTENERS,C4_2_FASTENER_SPACING,HAZARD_RATING,EXPOSURE_RATING,VULNERABILITY_RATING,RISK_RATING,RISK_INDEX,risk
1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,3,1,3,1,1,3,1.04,1.2121212121212122,1.5294117647058822,1.9279857397504456,0.714068792500165,LOW
1,3,1,3,1,1,3,1,1,1,1,1,1,1,3,3,3,1,1,3,1,1,2,3,1,3,3,3,3,3,1,3,1,3,2,2,3,3,1,3,3,1,1,3,3,1,1,1,3,3,1,3,1.56,2.0,2.176470588235294,6.790588235294117,2.515032679738562,LOW
1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,3,3,1,1,1,1,3,1,3,3,1,3,1,1,1,1,3,3,1,3,3,3,3,1,3,1,1,1,3,1,1,1,1,3,1,1,3,1.08,1.8181818181818181,1.8627450980392157,3.657754010695187,1.3547237076648841,LOW
3,1,3,3,3,3,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,2,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,3,3,3,3,2.36,2.696969696969697,2.843137254901961,18.096137849079025,6.702273277436675,MEDIUM
3,3,1,3,3,3,1,2,1,1,3,3,2,2,3,3,1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,1,3,3,2.32,2.6666666666666665,2.8627450980392157,17.710849673202613,6.559573953038004,MEDIUM
2,1,2,1,1,3,3,1,1,1,1,1,1,1,2,3,1,2,3,1,1,3,1,3,1,3,3,3,2,1,1,1,1,1,1,3,1,1,2,1,1,3,1,1,3,1,1,1,1,1,3,1,1.48,1.9090909090909092,1.4509803921568627,4.099679144385027,1.5183996831055655,LOW
3,1,3,3,3,1,3,3,3,3,1,1,3,3,3,1,1,3,3,3,1,3,3,3,1,3,1,3,1,1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,2.36,2.272727272727273,2.7058823529411766,14.513368983957221,5.375321845910081,MEDIUM
1,1,1,1,1,1,1,1,2,1,3,1,3,3,1,1,1,3,2,1,1,1,1,2,3,1,1,3,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,1,1,1.2,1.696969696969697,1.392156862745098,2.834937611408199,1.049976893114148,LOW
1,2,3,1,1,1,2,1,3,1,1,1,1,1,3,1,1,1,1,1,3,1,1,3,3,1,1,1,3,3,3,1,3,1,3,1,1,1,1,3,1,2,1,1,3,1,3,1,1,3,3,3,1.64,1.606060606060606,1.8627450980392157,4.906357694592988,1.8171695165159216,LOW
3,3,3,1,3,1,3,3,2,3,1,3,3,3,1,3,3,1,1,1,1,1,3,1,3,3,3,3,3,1,1,3,3,3,3,3,3,1,3,2,1,3,1,1,1,1,1,3,1,3,2,3,2.4,2.1515151515151514,1.9607843137254901,10.124777183600711,3.749917475407671,MEDIUM
3,1,1,3,3,3,3,3,3,1,3,3,3,3,2,3,3,3,3,3,3,1,1,3,1,3,1,3,3,3,1,3,3,1,1,3,2,3,2,3,3,1,2,3,3,3,1,3,3,1,3,3,2.44,2.3636363636363638,2.4705882352941178,14.248556149732622,5.277243018419489,MEDIUM
3,1,3,3,3,3,3,3,3,3,1,3,3,3,3,1,3,3,1,3,3,1,1,3,1,3,3,3,3,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,1,2.68,2.272727272727273,2.607843137254902,15.884135472370769,5.8830131379151,MEDIUM
1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,3,2,1,1,1,1,3,1,1,1,3,3,1,1,1,1,1,1,3,2,1,1,3,3,1.32,1.303030303030303,1.588235294117647,2.7317647058823527,1.011764705882353,LOW
1,1,1,1,3,1,3,3,3,3,3,2,1,3,1,1,1,3,1,3,3,3,2,3,3,3,1,3,3,1,3,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,1,1.8,2.3636363636363638,1.5098039215686274,6.423529411764706,2.3790849673202614,LOW
1,3,2,3,3,3,2,3,1,3,3,2,3,3,3,1,1,2,3,3,1,3,3,1,1,1,3,3,1,1,3,3,2,2,1,3,3,3,3,3,3,3,1,3,3,3,3,3,1,3,3,1,2.28,2.0,2.549019607843137,11.623529411764704,4.305010893246187,MEDIUM
1,3,3,3,1,3,3,3,3,3,3,3,1,3,2,3,3,2,1,1,1,1,1,3,3,1,1,2,1,1,1,1,3,1,3,3,1,1,3,1,3,3,3,3,1,3,1,3,3,1,2,3,2.6,1.7575757575757576,2.0588235294117645,9.408199643493761,3.484518386479171,LOW
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1.0,1.2424242424242424,1.3333333333333333,1.6565656565656566,0.613542835765058,LOW
3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,1,3,3,3,1,3,1,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,2,3,2.88,2.5454545454545454,2.7254901960784315,19.980320855614973,7.400118835412953,HIGH
3,3,1,1,3,2,3,1,3,3,3,3,3,3,3,1,1,1,1,3,3,3,3,3,3,1,3,3,3,1,3,1,1,1,1,1,3,2,1,3,3,3,3,3,1,1,1,1,1,1,3,1,2.36,2.393939393939394,1.6862745098039216,9.526939988116458,3.5284962918949847,LOW
1,3,1,3,1,3,3,1,1,1,2,1,1,1,3,3,1,3,1,1,1,3,3,1,1,1,1,1,1,3,1,3,3,3,1,3,3,3,3,1,1,3,3,3,1,1,1,1,1,3,1,3,1.76,1.7272727272727273,2.0980392156862746,6.378039215686275,2.3622367465504723,LOW
3,1,1,3,1,3,3,3,3,3,1,1,3,3,3,1,3,3,3,1,3,3,3,1,1,1,3,3,3,1,2,3,1,3,1,3,3,1,3,3,3,1,3,1,3,3,3,1,1,3,3,1,2.12,2.3333333333333335,2.1176470588235294,10.47529411764706,3.8797385620915037,MEDIUM
1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,3,1,3,1,1,3,3,1,1,3,3,3,1,1,2,1,1,1,1,1,3,1,3,1,3,2,1,3,1,2,3,1,1,1,1,3,1.16,1.9090909090909092,1.588235294117647,3.517219251336898,1.3026737967914437,LOW
3,1,3,3,3,3,3,1,3,3,3,2,3,1,3,3,1,3,3,3,3,1,3,3,1,3,3,3,3,3,3,2,2,3,3,3,1,3,3,3,3,3,3,3,3,1,3,3,3,3,1,1,2.6,2.4545454545454546,2.627450980392157,16.767914438502675,6.210338680926917,MEDIUM
3,3,3,1,1,3,3,1,3,3,1,3,2,3,3,3,3,3,1,1,1,3,3,1,1,3,1,3,1,3,1,3,1,3,3,3,3,3,3,1,3,1,3,1,1,3,3,3,3,3,3,3,2.44,2.1515151515151514,2.411764705882353,12.661033868092689,4.689271802997292,MEDIUM
3,3,1,1,3,1,3,3,1,3,3,3,3,3,3,3,1,3,3,3,3,1,3,3,1,2,3,3,3,3,3,3,1,3,1,1,3,3,3,3,3,1,3,1,1,3,3,1,3,3,1,1,2.12,2.4545454545454546,2.215686274509804,11.5296256684492,4.270231729055259,MEDIUM
1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,3,3,1,1,3,1,2,1,1,1,3,1,1,1,1,1,1,1,3,1,1.12,1.303030303030303,1.3333333333333333,1.945858585858586,0.7206883651328095,LOW
1,1,2,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,3,3,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1.16,1.6666666666666667,1.1372549019607843,2.198692810457516,0.8143306705398208,LOW
1,3,1,3,3,1,3,1,3,1,1,1,3,1,1,1,1,1,3,3,1,1,3,3,3,3,1,1,1,1,1,1,1,3,1,1,1,3,1,3,3,3,1,1,3,3,3,3,3,1,3,1,1.96,1.9090909090909092,2.019607843137255,7.557005347593583,2.798890869479105,LOW
1,1,1,3,1,1,3,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1.48,1.121212121212121,1.1176470588235294,1.8546167557932263,0.686895094738232,LOW
1,1,3,3,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,3,3,1,3,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,1,3,1,2,1,3,1,1,1,1,3,1.72,1.5454545454545454,1.3725490196078431,3.6484848484848484,1.351290684624018,LOW
1,1,1,1,1,1,3,1,3,2,1,3,1,3,1,1,1,1,1,1,3,3,1,1,1,3,1,3,1,1,1,1,3,3,3,1,1,3,3,2,1,1,2,1,1,3,1,1,1,3,1,3,1.52,1.5454545454545454,1.7450980392156863,4.09939393939394,1.5182940516273848,LOW
1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.4848484848484849,1.1176470588235294,1.6595365418894832,0.6146431636627715,LOW
3,1,1,1,1,3,1,1,3,1,3,1,3,1,3,1,1,1,1,1,1,1,1,2,3,1,1,3,1,1,1,1,1,2,1,1,3,1,3,1,2,1,3,1,1,2,1,3,1,1,1,1,1.72,1.4848484848484849,1.4313725490196079,3.6556387403446227,1.3539402742017121,LOW
3,1,3,3,3,3,3,3,3,3,1,3,3,2,3,3,3,3,3,3,1,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.68,2.787878787878788,2.764705882352941,20.65654188948307,7.6505710701789145,HIGH
3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3,2.92,2.757575757575758,2.823529411764706,22.73540106951872,8.420518914636562,HIGH
1,3,3,3,1,3,3,3,1,3,3,3,3,1,2,2,1,3,3,3,3,2,3,3,3,1,1,3,3,3,2,3,3,2,3,3,3,3,3,3,3,1,3,3,1,3,3,3,3,3,3,3,2.36,2.4545454545454546,2.7058823529411766,15.674438502673798,5.805347593582888,MEDIUM
3,1,1,1,3,2,1,2,1,1,3,1,3,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,3,1,1,1,1,1,3,1,3,3,1,3,1,1,1.6,1.2727272727272727,1.5294117647058822,3.114438502673797,1.153495741731036,LOW
3,1,3,3,1,3,3,3,3,1,1,1,1,3,1,1,3,3,3,1,3,1,3,3,1,3,1,3,3,3,3,1,1,1,3,3,3,1,3,3,1,3,1,3,1,3,2,3,1,3,3,1,2.28,2.1515151515151514,2.2745098039215685,11.157504456327983,4.1324090578992525,MEDIUM
1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,2,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1.12,1.303030303030303,1.5098039215686274,2.2033986928104574,0.816073589929799,LOW
3,1,3,3,3,2,1,3,1,1,3,2,1,1,3,3,3,3,3,3,3,1,3,3,3,3,3,1,3,1,3,1,2,3,3,1,3,1,3,3,3,3,1,1,3,1,1,3,1,3,3,3,2.2,2.5757575757575757,2.1176470588235294,12.0,4.444444444444445,MEDIUM
1,1,3,3,1,1,3,3,3,3,3,2,2,3,3,1,3,3,3,2,1,1,3,3,1,1,1,1,1,3,3,1,3,3,1,1,3,2,1,2,3,1,1,1,1,3,3,3,1,1,1,3,2.12,1.9090909090909092,1.9019607843137254,7.697754010695188,2.8510200039611804,LOW
3,3,1,1,1,3,3,3,3,1,3,3,3,3,3,3,3,1,1,3,3,1,3,3,3,3,3,1,3,2,3,3,3,3,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,2.28,2.515151515151515,2.7058823529411766,15.517005347593583,5.747039017627253,MEDIUM
3,3,1,3,1,3,1,3,3,1,3,1,3,1,3,3,3,1,3,1,3,3,1,3,1,3,2,3,3,3,3,3,3,1,3,3,1,3,3,1,3,3,3,3,1,3,3,3,3,1,3,1,2.28,2.242424242424242,2.4901960784313726,12.731693404634578,4.715442001716511,MEDIUM
3,1,3,1,3,3,1,3,3,1,1,3,1,1,1,1,3,3,1,3,2,1,3,1,1,1,3,3,1,1,3,3,1,3,3,1,3,1,1,1,3,1,3,1,1,3,3,1,3,3,3,3,2.28,1.7878787878787878,1.9411764705882353,7.9129411764705875,2.930718954248366,LOW
3,2,3,3,3,3,3,1,3,3,2,3,3,1,1,1,3,3,2,3,3,3,3,1,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,1,3,1,1,1,1,1,3,1,3,1,3,2.76,2.5454545454545454,2.215686274509804,15.566203208556148,5.765260447613389,MEDIUM
1,3,3,3,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,2,1,3,3,3,2.52,2.8484848484848486,2.7058823529411766,19.423315508021393,7.193820558526442,HIGH
1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1.04,1.393939393939394,1.1372549019607843,1.6486749851455735,0.610620364868731,LOW
3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,1,3,3,3,1,1,3,3,3,3,3,3,3,3,3,2,1,2,1,3,1,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,2.92,2.5757575757575757,2.6862745098039214,20.204040404040402,7.482977927422371,HIGH
1,3,1,3,3,3,2,1,3,1,2,3,3,1,3,1,2,3,1,3,1,3,1,3,1,1,1,1,3,3,1,3,1,2,3,2,1,3,1,1,1,1,3,2,1,3,3,1,3,3,1,3,2.28,1.9696969696969697,1.9803921568627452,8.893761140819963,3.2939856077110976,LOW
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1.12,1.0303030303030303,1.0588235294117647,1.221818181818182,0.4525252525252526,LOW
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,3,1,1,3,1,2,1,1,1,1,2,1,1,1,1.0,1.121212121212121,1.4313725490196079,1.6048722519310754,0.5943971303448428,LOW
1,2,1,3,3,3,1,1,3,1,1,1,1,2,1,3,2,3,1,2,3,1,1,1,1,1,1,3,3,1,1,1,1,2,1,1,3,1,1,3,1,3,1,1,2,1,3,2,1,3,1,1,1.92,1.7575757575757576,1.5098039215686274,5.094901960784314,1.8870007262164123,LOW
1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,3,1,1,3,1,3,1,3,3,3,1,1,1,2,1,1,1,1,3,1,3,1,3,1,1,3,1,1,3,1,1.24,1.5454545454545454,1.7647058823529411,3.3818181818181814,1.2525252525252522,LOW
3,3,3,3,3,1,3,3,3,3,3,3,1,2,1,1,3,1,3,3,3,1,3,1,3,3,3,3,3,3,1,3,3,3,3,3,1,3,3,1,3,1,3,3,3,3,3,3,3,3,2,3,2.84,2.1818181818181817,2.607843137254902,16.159144385026735,5.984868290750642,MEDIUM
3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2.92,2.8181818181818183,2.803921568627451,23.073725490196075,8.545824255628176,HIGH
3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,1,3,3,3,3,3,3,1,3,3,3,3,3,3,1,3,3,3,1,3,3,2,3,3,3,3,3,2.76,2.696969696969697,2.7058823529411766,20.141604278074865,7.459853436324025,HIGH
3,3,3,3,3,3,3,3,1,1,1,2,2,1,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,1,3,2.52,2.757575757575758,2.4901960784313726,17.304598930481287,6.409110714993069,MEDIUM
3,1,3,2,3,3,1,3,1,3,3,3,3,3,1,1,3,3,3,1,1,3,3,3,3,3,1,3,3,1,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,3,2.32,2.515151515151515,2.607843137254902,15.217159833630422,5.635985123566823,MEDIUM
1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.12,1.0303030303030303,1.0588235294117647,1.221818181818182,0.4525252525252526,LOW
1,3,1,1,1,3,1,1,3,1,3,1,1,1,1,3,1,3,3,1,3,1,3,1,1,3,3,3,1,2,3,3,3,3,3,3,1,1,3,3,1,3,1,1,1,1,1,1,3,1,3,1,1.72,1.9090909090909092,2.0392156862745097,6.696042780748662,2.480015844721727,LOW
1,1,3,1,1,1,3,3,1,1,3,3,3,3,3,1,1,3,1,3,3,3,3,3,1,1,1,1,1,1,1,3,1,1,3,3,1,1,1,3,1,3,3,1,3,1,1,3,1,3,3,1,1.64,2.1515151515151514,1.8627450980392157,6.5726678550207955,2.43432142778548,LOW
3,1,1,3,1,1,3,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,2,1,1,3,1,1,3,3,1,1,1,1,1,1,1,3,1,1,1,3,1,1,3,1,1,1,1,3,1.56,1.2424242424242424,1.5490196078431373,3.002281639928699,1.111956162936555,LOW
3,3,3,2,3,3,1,1,1,1,1,1,1,1,3,1,2,3,1,1,2,3,1,1,3,1,3,1,1,3,3,1,1,1,3,3,1,3,1,1,3,1,1,1,3,3,1,1,1,1,1,1,2.16,1.7878787878787878,1.7843137254901962,6.890695187165776,2.5521093285799172,LOW
1,2,3,1,1,1,1,1,3,3,1,1,1,1,1,1,3,1,3,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.68,1.303030303030303,1.0784313725490196,2.36078431372549,0.8743645606390703,LOW
3,3,3,1,1,3,3,3,3,3,3,3,1,1,1,3,1,1,1,3,3,1,1,3,2,1,1,3,3,1,1,3,3,1,3,3,3,2,1,3,1,1,1,3,3,1,3,3,2,1,3,3,2.6,1.7575757575757576,2.0980392156862746,9.587403446226977,3.550890165269251,LOW
3,3,3,3,1,2,3,1,2,3,1,3,3,1,1,3,3,3,3,3,3,2,1,1,3,3,1,3,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,2.48,2.4242424242424243,2.6862745098039214,16.15020796197267,5.9815585044343225,MEDIUM
3,1,3,3,1,3,1,3,3,3,3,3,3,3,3,1,3,3,3,3,1,3,3,3,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,2.52,2.393939393939394,2.5686274509803924,15.49582887700535,5.7391958803723515,MEDIUM
1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,2,1,1,1,3,1,1,1,1,1,3,3,2,1,1,1,1,1.24,1.1818181818181819,1.5098039215686274,2.2125490196078434,0.8194625998547568,LOW
1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1.08,1.393939393939394,1.0588235294117647,1.594010695187166,0.5903743315508022,LOW
3,1,3,3,3,1,3,3,3,3,1,1,3,3,3,3,3,1,3,1,3,3,3,3,1,3,1,1,3,3,3,3,1,1,3,3,3,1,3,1,3,3,3,1,1,1,3,3,3,3,1,3,2.36,2.393939393939394,2.215686274509804,12.517956030897208,4.636280011443411,MEDIUM
3,3,3,3,3,3,2,3,3,1,1,3,3,3,3,3,1,2,3,3,3,1,2,3,3,1,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,2.8,2.393939393939394,2.6666666666666665,17.874747474747473,6.620276842499065,MEDIUM
1,1,1,1,1,1,1,1,3,1,1,3,1,3,1,1,2,2,1,1,3,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,3,1,3,1,1,1,1,3,3,1,1,1,1,1,3,1,1.4,1.5151515151515151,1.6274509803921569,3.452168746286393,1.2785810171431087,LOW
3,3,3,3,1,1,3,1,3,3,3,1,1,3,3,3,3,2,1,1,3,3,3,3,3,1,2,3,1,3,3,3,3,3,3,2,1,3,3,1,3,3,3,3,3,1,1,1,3,1,3,1,2.44,2.3333333333333335,2.3529411764705883,13.39607843137255,4.961510530137981,MEDIUM
3,3,1,1,1,3,1,1,3,3,3,1,3,1,3,3,2,2,1,1,3,3,1,1,1,3,1,3,1,1,1,1,3,3,1,3,3,2,1,1,1,3,1,3,2,1,1,1,1,1,1,1,2.04,1.9393939393939394,1.588235294117647,6.283636363636363,2.327272727272727,LOW
3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,1,1,3,2,1,3,3,3,3,3,3,3,3,3,1,3,3,3,2,3,2.88,2.8181818181818183,2.7058823529411766,21.961925133689842,8.134046345811052,HIGH
3,3,3,1,1,3,3,3,1,1,3,3,3,3,3,1,1,3,3,3,1,3,3,3,1,2,3,3,3,2,3,3,3,1,3,3,3,3,1,3,3,3,3,3,1,3,3,3,3,1,1,1,2.28,2.393939393939394,2.392156862745098,13.056827094474153,4.835861886842279,MEDIUM
3,1,1,3,3,2,1,1,2,3,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,3,3,1,3,1,1,1,1,1,1,2,1,2,1,1,1,1,3,1,1,1,3,1,1,3,1,1.92,1.3333333333333333,1.5098039215686274,3.8650980392156855,1.4315177923021059,LOW
1,3,1,1,1,1,2,1,3,1,3,3,3,3,3,1,1,1,3,3,1,1,1,3,1,3,3,3,3,1,1,3,1,3,1,1,3,3,1,1,1,3,3,3,1,1,1,3,1,3,3,1,1.76,1.9090909090909092,1.8235294117647058,6.127058823529413,2.2692810457516344,LOW
1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,2,1,3,2,3,1,1,1,1,1,1,1,3,3,1,1,1,1,1,3,1,3,3,1.08,1.2424242424242424,1.6274509803921569,2.1837433155080217,0.8087938205585266,LOW
1,1,1,1,1,3,1,1,1,1,3,3,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1.4,1.2424242424242424,1.0980392156862746,1.9099227569815806,0.7073787988820669,LOW
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,3,3,3,2,1,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3.0,2.6363636363636362,2.843137254901961,22.48663101604278,8.328381857793621,HIGH
3,1,1,1,1,1,1,3,1,1,1,1,3,3,1,3,2,1,3,1,1,2,1,3,1,1,1,3,1,1,3,1,1,1,1,1,3,2,1,1,1,1,1,1,1,3,2,1,3,1,1,1,1.32,1.696969696969697,1.4705882352941178,3.2941176470588243,1.2200435729847499,LOW
3,3,3,3,3,1,3,1,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.76,2.909090909090909,2.9607843137254903,23.7724064171123,8.804594969300851,HIGH
3,1,1,3,1,1,1,3,3,3,3,3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,2,3,3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,2.12,2.696969696969697,2.6666666666666665,15.246868686868687,5.6469884025439585,MEDIUM
3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1.24,1.2424242424242424,1.196078431372549,1.842685680332739,0.6824761779010144,LOW
1,3,3,3,1,1,1,1,3,3,1,3,3,3,3,1,1,1,1,3,3,1,3,1,2,3,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,3,2,1,3,1,3,3,3,3,2.2,1.9393939393939394,1.7254901960784315,7.362091503267975,2.726700556765917,LOW
3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,1,3,3,3,3,1,1,3,3,3,3,1,3,3,3,3,3,3,3,3,3,1,3,3,2.84,2.757575757575758,2.6862745098039214,21.037599524658347,7.791703527651239,HIGH
3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,1,1,3,1,1,1,1,3,1,3,1,3,3,2,3,3,2,1,2,3,3,3,1,1,3,3,1,3,3,3,3,3,3,3,3.0,1.8484848484848484,2.5686274509803924,14.244206773618538,5.275632138377237,MEDIUM
